,flow_duration,Header_Length,Protocol Type,Duration,Rate,Srate,Drate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,urg_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Magnitue,Radius,Covariance,Variance,Weight
8653,0.0,0.0,47.0,64.0,1.536461764,1.536461764,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83586760.6,9.5,34.0,0.0,0.0,0.0,141.55
10425,0.0,0.0,47.0,64.0,63.2996195,63.2996195,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83574186.93,9.5,34.0,0.0,0.0,0.0,141.55
7529,0.0,0.0,47.0,64.0,10.59558322,10.59558322,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83650817.26,9.5,34.0,0.0,0.0,0.0,141.55
11208,0.0,0.0,47.0,64.0,7.804456163,7.804456163,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83651454.56,9.5,34.0,0.0,0.0,0.0,141.55
6910,0.000755351,2.98,46.7,64.58,46.86908289,46.86908289,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6045.78,554.78,578.0,576.6602937,5.406787262,574.13,83586157.55,9.5,33.95990005,7.675643028,491.7985943,0.06,141.55
12962,0.0,0.0,47.0,64.0,58.86659836,58.86659836,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83646616.44,9.5,34.0,0.0,0.0,0.0,141.55
310,0.192827108,70.9,37.73,64.0,6.116636743,6.116636743,0.0,0,0,0,0,0,0,0,0.0,0.21,0.01,0.08,0.24,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4840.11,386.3,488.05,466.2929495,31.32495945,448.81,83647498.3,9.5,29.22213699,42.88096859,3761.107841,0.37,141.55
10263,0.230458963,219.2,43.72,69.23,1006649.945,1006649.945,0.0,0,0,0,0,0,0,0,0.0,0.06,0.0,0.2,0.46,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5834.88,414.97,691.46,547.537841,76.15966384,556.17,83586360.78,9.5,32.9724346,106.2763902,19854.49561,0.32,141.55
18206,0.00083442,2.0,45.32,69.59,47.84529191,47.84529191,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5814.6,481.08,578.0,554.1245529,39.45194243,557.48,83581832.29,9.5,33.24036939,55.88782573,8492.740516,0.19,141.55
9740,0.00080955,4.86,44.64,67.13,51.64156905,51.64156905,0.0,0,0,0,0,0,0,0,0.0,0.01,0.01,0.0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5682.7,296.16,578.0,538.2226669,91.71613269,548.42,83647288.46,9.5,32.7644667,129.875106,16117.44674,0.56,141.55
17703,0.00071589,2.0,46.23,63.19,17.74364758,17.74364758,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5927.84,436.84,578.0,566.7489289,37.69005803,567.54,83650894.77,9.5,33.66138462,53.3809606,5377.698375,0.27,141.55
5968,0.060477769,5.54,45.82,65.27,2.408651937,2.408651937,0.0,0,0,0,0,0,0,0,0.0,0.08,0.0,0.0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5839.8,417.12,578.0,557.7194928,51.15729317,562.74,83663714.57,9.5,33.38007113,72.43570389,8765.234034,0.31,141.55
985,0.0,0.0,47.0,64.0,113.3013858,113.3013858,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83573859.02,9.5,34.0,0.0,0.0,0.0,141.55
2687,0.000232751,5.64,41.87,73.54,67.08711709,67.08711709,0.0,0,0,0,0,0,0,0,0.0,0.02,0.01,0.0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5198.42,403.92,578.0,497.6960076,74.05596358,518.84,83581833.28,9.5,31.19934493,104.812977,16392.51934,0.34,141.55
10753,0.0,0.0,47.0,64.0,1.789757687,1.789757687,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83646578.08,9.5,34.0,0.0,0.0,0.0,141.55
15564,0.0,0.0,47.0,64.0,9.02282217,9.02282217,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83647040.97,9.5,34.0,0.0,0.0,0.0,141.55
8194,57.33397839,552153.2,6.0,197.6,24.30433823,24.30433823,0.0,0,0,0,0,1,0,0,0.0,0.4,0.0,30.3,602.7,0,1,0,0,0,0,0,1,0,0,0,0,1,1,5894.4,54.0,1514.0,391.2902432,491.4581865,85.4,166430718.1,13.5,27.94477867,696.17524,243030.3109,1.0,244.6
5583,0.046520488,5.18,45.21,71.44,2.200471805,2.200471805,0.0,0,0,0,0,0,0,0,0.02,0.0,0.0,0.02,0.06,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5742.0,425.92,573.08,537.2820606,54.18082833,557.84,83647076.77,9.5,32.61383248,76.7155415,10819.52673,0.29,141.55
7273,0.0,0.0,47.0,64.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,100375797.5,9.5,34.0,0.0,0.0,0.0,141.55
4636,0.010819669,19.71,45.23,68.32,34.15539174,34.15539174,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.02,0.03,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5791.45,419.67,578.0,552.9838806,55.35074248,555.83,83646758.82,9.5,33.23252319,78.36846811,9519.101532,0.33,141.55
1871,0.0,0.0,47.0,64.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83574182.2,9.5,34.0,0.0,0.0,0.0,141.55
7627,0.003262889,13.52,44.74,71.01,24.7264059,24.7264059,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5856.82,422.33,578.0,562.9575214,44.61612976,550.26,83650805.28,9.5,33.54886651,63.13486205,6028.507703,0.36,141.55
4921,0.0,0.0,47.0,64.0,1.631093593,1.631093593,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83647519.27,9.5,34.0,0.0,0.0,0.0,141.55
14143,0.0,2.68,45.82,67.18,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.01,0.0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5942.52,525.72,578.0,569.8410135,17.90115909,563.94,83663549.44,9.5,33.74931217,25.3673007,3237.704916,0.1,141.55
12551,0.010760348,1.74,42.83,60.58,2.5653381,2.5653381,0.0,0,0,0,0,0,0,0,0.0,0.03,0.0,0.0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5493.96,458.8,546.92,509.6350468,38.73045563,531.36,83574025.21,9.5,31.33486951,54.45465828,9022.655169,0.17,141.55
13984,0.0,0.0,47.0,64.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83646761.18,9.5,34.0,0.0,0.0,0.0,141.55
3771,0.00302644,5.3,45.88,67.98,16.88652158,16.88652158,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.02,0.03,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5916.17,425.17,573.0,556.5580113,42.76855435,563.46,83650947.5,9.5,33.28350602,59.10023536,6455.243437,0.29,141.55
17604,0.0,0.0,47.0,64.0,27.12126738,27.12126738,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83573873.2,9.5,34.0,0.0,0.0,0.0,141.55
15101,0.0,2.3,41.17,86.28,187.4926354,187.4926354,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5740.12,416.76,574.52,550.6065076,52.56534751,513.46,83651069.75,9.5,33.14133279,74.37214845,8369.571199,0.37,141.55
3345,3.097204995,164359.8,7.1,60.0,35.14887757,35.14887757,0.0,0,0,0,0,1,0,0,0.5,1.1,0.0,16.6,190.5,0,0,0,0,0,0,0,1,0,0,0,0,1,1,16966.4,68.4,1514.0,1127.17533,595.9345737,403.3,166430941.6,13.5,47.43448995,841.5892199,366335.9785,1.0,244.6
18540,0.0,0.0,47.0,64.0,130.0216687,130.0216687,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83647021.68,9.5,34.0,0.0,0.0,0.0,141.55
15763,0.0,0.0,47.0,64.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83663586.83,9.5,34.0,0.0,0.0,0.0,141.55
11584,0.0,0.58,46.59,63.77,124.7033604,124.7033604,0.0,0,0,0,0,0,0,0,0.0,0.01,0.0,0.0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6063.8,572.8,578.0,577.74,1.133313725,572.8,83646769.76,9.5,34.0,0.0,0.0,0.0,141.55
19264,0.0,0.0,46.53,63.36,19.89316145,19.89316145,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6048.28,557.28,578.0,576.8758848,4.69099436,572.82,83663867.19,9.5,33.96611376,6.673274091,556.9210838,0.04,141.55
430,0.0,0.0,47.0,64.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83573975.08,9.5,34.0,0.0,0.0,0.0,141.55
4192,0.0,0.0,47.0,64.0,4.116612928,4.116612928,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83663584.59,9.5,34.0,0.0,0.0,0.0,141.55
9971,0.0,0.74,46.59,64.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.01,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6038.76,547.76,578.0,576.2552663,7.041397364,572.96,83663884.03,9.5,33.94761621,9.996186269,834.1159501,0.06,141.55
2529,0.0,0.0,45.6,62.72,24.76012928,24.76012928,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6022.74,531.38,578.36,575.447002,10.6412766,567.76,83646495.25,9.5,33.92314983,15.12761909,1272.354875,0.09,141.55
7016,9.18e-05,2.0,46.7,63.88,216.0110038,216.0110038,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5968.68,477.68,578.0,564.2839346,31.45289394,572.72,83573926.02,9.5,33.57068284,44.52107232,5586.65826,0.19,141.55
2461,0.0,0.0,45.12,61.44,17.20563634,17.20563634,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5872.16,521.02,578.0,564.9985414,23.59403874,557.28,83646618.06,9.5,33.59248445,33.42328839,5129.269629,0.11,141.55
9306,0.0,0.0,47.0,64.0,6.972092595,6.972092595,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83651171.56,9.5,34.0,0.0,0.0,0.0,141.55
18249,0.000683661,2.53,46.59,65.74,58.01784863,58.01784863,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.01,0.03,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6044.0,553.0,578.0,576.6024467,5.738294129,573.0,83647497.17,9.5,33.95798693,8.15301725,665.3729982,0.05,141.55
6268,0.0,0.0,47.0,64.0,3.116793765,3.116793765,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83574036.84,9.5,34.0,0.0,0.0,0.0,141.55
17435,0.0,0.0,47.0,64.0,25.87694842,25.87694842,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83663749.75,9.5,34.0,0.0,0.0,0.0,141.55
16183,0.015552952,7.52,45.99,66.96,15.72396429,15.72396429,0.0,0,0,0,0,0,0,0,0.0,0.03,0.0,0.0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5848.88,438.8,573.12,549.4729057,46.27996693,563.16,83650843.86,9.5,33.04999904,65.53610041,8408.770754,0.27,141.55
5161,0.826145165,126273.0,6.0,64.0,1134.749321,1134.749321,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,396.0,937.5,0,1,0,0,0,0,0,1,0,0,0,0,1,1,987.0,94.0,94.0,94.0,0.0,94.0,83573859.85,9.5,13.7113092,0.0,0.0,0.0,141.55
5829,0.0,1.47,45.83,64.0,6.512776425,6.512776425,0.0,0,0,0,0,0,0,0,0.0,0.01,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5928.99,436.79,579.2,562.06944,41.17656348,568.03,83663589.68,9.5,33.50647069,58.30899262,6478.348815,0.29,141.55
19215,0.011122932,7.68,42.79,63.13,360111.7549,360111.7549,0.0,0,0,0,0,0,0,0,0.0,0.03,0.11,0.0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5610.99,429.03,578.0,545.7116495,54.42752733,526.59,83581710.0,9.5,32.95799043,77.0957257,10867.68365,0.31,141.55
11046,0.0,0.0,37.34,104.11,10.85558256,10.85558256,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5027.6,308.76,537.36,462.6584886,96.35963358,471.32,83651080.07,9.5,29.74763275,136.0043535,21223.03325,0.45,141.55
18444,0.153522401,8.56,44.83,63.99,1.06810187,1.06810187,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5962.84,500.16,578.24,570.4289706,22.16770386,558.94,83574108.88,9.5,33.77094413,31.44023064,2849.027886,0.18,141.55
5510,0.0,0.0,47.0,64.0,1.5038588,1.5038588,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83646768.51,9.5,34.0,0.0,0.0,0.0,141.55
2741,0.0,0.58,45.18,63.99,108.5960179,108.5960179,0.0,0,0,0,0,0,0,0,0.0,0.01,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5861.48,406.74,578.0,559.0419378,52.13800318,557.26,83586106.24,9.5,33.42282259,73.82901024,8552.127586,0.33,141.55
2870,0.0,0.0,46.53,63.36,48.46609122,48.46609122,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5996.48,505.48,578.0,572.0547086,19.57984196,572.82,83647029.27,9.5,33.82097908,27.7292843,2804.862677,0.14,141.55
12440,0.0,0.0,46.53,63.36,1.200522249,1.200522249,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6043.1,552.1,578.0,576.5521348,5.944872718,572.82,83586102.73,9.5,33.95645449,8.446525871,714.1421775,0.05,141.55
7969,1878.2434,1622.2,12.6,87.3,35.49565595,35.49565595,0.0,0,0,0,0,0,0,0,0.0,0.4,0.0,2.5,11.6,0,0,1,0,0,0,0,0,1,0,0,0,1,1,569.2,60.0,153.8,97.58174603,32.80556877,105.6,0.011398602,5.5,13.92951562,46.39408027,1372.58816,0.9,38.5
9432,2.237587619,2066.4,5.9,45.2,101.5746085,101.5746085,0.0,0,0,0,0,0,0,0,0.3,1.2,0.2,2.3,5.1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,525.6,60.8,212.8,95.57301587,52.1789296,88.0,0.0089849,5.5,13.79190679,73.79214991,3480.498592,0.9,38.5
19401,1306.263698,63316.5,12.6,112.4,424.1354228,424.1354228,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,207.6,428.6,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1115.5,46.0,191.4,70.73711769,36.20036883,97.2,166601856.5,13.5,11.88944013,51.27291849,1478.498699,1.0,244.6
8465,0.0,0.0,47.0,64.0,134.3639159,134.3639159,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83573863.31,9.5,34.0,0.0,0.0,0.0,141.55
2125,0.0,0.0,46.53,63.36,1.573766358,1.573766358,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6058.64,567.64,578.0,577.4683684,2.285632656,572.82,83647293.96,9.5,33.98376914,3.271578947,267.5807202,0.02,141.55
15138,0.030119672,2.32,44.72,63.99,94.69753231,94.69753231,0.0,0,0,0,0,0,0,0,0.0,0.04,0.0,0.0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5827.42,370.52,580.16,558.8114233,59.4501919,557.38,83574116.21,9.5,33.41985395,84.20456427,9058.935271,0.42,141.55
2825,0.0,0.0,47.0,64.0,44.49423921,44.49423921,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83586810.93,9.5,34.0,0.0,0.0,0.0,141.55
18825,0.0,4.44,46.4,67.82,83.83117058,83.83117058,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5985.76,494.76,574.36,564.3537364,24.01608977,570.88,83651171.23,9.5,33.56055847,34.01776953,2839.448326,0.22,141.55
13893,0.0,15.14,46.59,65.71,12.76210471,12.76210471,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6115.8,578.0,624.8,580.6162198,10.74208661,587.36,83647437.75,9.5,34.07596737,15.26244829,2331.722489,0.05,141.55
11648,0.0,0.0,47.0,64.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83647031.86,9.5,34.0,0.0,0.0,0.0,141.55
12626,0.194680581,276.92,40.44,64.0,1.964606924,1.964606924,0.0,0,0,0,0,0,0,0,0.0,0.16,0.0,0.11,0.4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5419.81,309.16,568.13,507.0315964,96.11484733,507.38,83573733.6,9.5,31.60291666,135.2333458,19366.62432,0.51,141.55
8793,0.0,0.0,46.53,63.36,12.48089318,12.48089318,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6022.38,531.38,578.0,575.0066732,11.38303333,572.82,83647309.47,9.5,33.91020777,16.13724637,1454.564972,0.09,141.55
9469,8.855932331,885761.0,6.0,232.0,96.15014083,96.15014083,0.0,0,0,0,0,1,0,0,0.0,2.0,0.0,46.0,850.5,0,1,0,0,0,0,0,1,0,0,0,0,1,1,363.0,66.0,66.0,66.0,0.0,66.0,0.003223896,5.5,11.48912529,0.0,0.0,0.0,38.5
16432,0.286241,28.24,42.46,63.36,4.065682456,4.065682456,0.0,0,0,0,0,0,0,0,0.0,0.08,0.0,0.0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5404.38,405.5,578.0,514.9786085,73.12271821,520.84,83581679.62,9.5,31.84643459,103.5460498,16697.41216,0.33,141.55
14595,45.32341239,2093343.1,6.0,181.2,69.36631575,69.36631575,0.0,0,0,0,0,1,0,0,0.0,1.8,0.0,183.4,2413.1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,797.4,66.0,355.6,111.0488889,103.4262497,355.6,0.001338387,5.5,13.9883396,146.2668051,54255.45165,0.2,38.5
16118,0.0,0.0,47.0,64.0,96.58175119,96.58175119,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83573761.99,9.5,34.0,0.0,0.0,0.0,141.55
1945,0.0,0.0,47.0,64.0,76.41011441,76.41011441,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83574178.86,9.5,34.0,0.0,0.0,0.0,141.55
12064,0.0,0.0,47.0,64.0,3.704691916,3.704691916,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83646504.74,9.5,34.0,0.0,0.0,0.0,141.55
19297,0.04980459,1507.48,45.77,69.2,49.0563788,49.0563788,0.0,0,0,0,0,0,0,0,0.0,0.04,0.0,0.55,1.89,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6102.4,483.4,639.83,570.6326884,41.86708075,583.51,83650803.65,9.5,33.70772323,59.27780491,9417.585048,0.19,141.55
10990,13.83558698,267532.5,6.0,64.0,104.7517804,104.7517804,0.0,0,0,0,0,1,0,0,0.0,1.8,0.0,18.2,212.1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,18427.8,1469.0,11650.0,4401.320754,3705.468296,2867.1,0.001937199,5.5,90.70510957,5240.323519,15603277.02,0.9,38.5
7752,0.0,6.9,45.94,66.55,143.1649657,143.1649657,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5970.92,484.52,578.0,567.3214754,28.14831436,568.54,83586122.71,9.5,33.67378672,39.86677131,4172.576928,0.21,141.55
15966,1.095327282,1359285.0,6.0,64.0,895.1662243,895.1662243,0.0,0,0,0,0,1,0,0,0.0,3.0,0.0,400.0,979.5,1,0,0,0,0,0,0,1,0,0,0,0,1,1,363.0,66.0,66.0,66.0,0.0,66.0,2.69e-06,5.5,11.48912529,0.0,0.0,0.0,38.5
948,0.008041661,21.31,46.59,63.96,7.124317844,7.124317844,0.0,0,0,0,0,0,0,0,0.0,0.02,0.0,0.02,0.05,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6201.24,578.0,710.24,587.6963053,34.15369368,589.02,83586123.62,9.5,34.276142,48.38402469,9879.210766,0.12,141.55
11344,0.003480577,3.7,46.18,65.77,27.18146709,27.18146709,0.0,0,0,0,0,0,0,0,0.0,0.05,0.0,0.0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5988.36,497.36,578.0,572.8846584,19.56567928,567.92,83573851.39,9.5,33.84653333,27.74634223,2421.048869,0.16,141.55
2406,0.0,0.0,44.7,73.55,133.3769199,133.3769199,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5677.84,364.64,578.0,536.417723,72.42205694,552.6,83581765.19,9.5,32.64486269,102.5515444,13529.92273,0.42,141.55
3526,0.0,0.0,47.0,64.0,2.780107082,2.780107082,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83646495.84,9.5,34.0,0.0,0.0,0.0,141.55
17250,0.0,58.0,6.0,44.9,9.709632651,9.709632651,0.0,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,319.0,58.0,58.0,58.0,0.0,58.0,5.1e-06,5.5,10.77032961,0.0,0.0,0.0,38.5
4747,0.001939669,5.56,45.24,62.28,103.9946665,103.9946665,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.03,0.05,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5811.62,431.94,578.0,555.6744476,48.91967388,558.68,83646611.39,9.5,33.31239953,69.27789542,8735.847624,0.28,141.55
6989,0.0,0.0,47.0,64.0,43.92516298,43.92516298,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83663697.23,9.5,34.0,0.0,0.0,0.0,141.55
6123,0.105208101,782.9,45.88,65.18,6.850266008,6.850266008,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.08,0.73,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6137.28,539.72,684.56,582.174734,29.24473991,592.28,83651026.45,9.5,34.121523,41.50192367,6866.680189,0.13,141.55
15251,0.181872573,61.73,37.93,61.21,17.72021556,17.72021556,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.25,0.32,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5115.05,381.17,567.44,488.443536,75.96332343,490.34,83647355.57,9.5,30.86510598,107.5844881,16038.13639,0.4,141.55
9635,0.0,0.0,47.0,64.0,22.6153954,22.6153954,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83663714.65,9.5,34.0,0.0,0.0,0.0,141.55
