,flow_duration,Header_Length,Protocol Type,Duration,Rate,Srate,Drate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,urg_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Magnitue,Radius,Covariance,Variance,Weight,label
15024,0.0,0.765306122,44.7755102,61.3877551,1.00993321,1.00993321,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5600.571429,324.4387755,572.7142857,537.7822755,81.59488991,551.7244898,68296794.51,9.5,32.68414628,115.5349083,14507.82244,0.479591837,137.0714286,Mirai-greip_flood
11100,0.0,0.0,47.0,64.0,11.60671742,11.60671742,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83647262.98,9.5,34.0,0.0,0.0,0.0,141.55,Mirai-greip_flood
2898,0.00998966,4.15,43.67,69.63,59.84629458,59.84629458,0.0,0,0,0,0,0,0,0,0.0,0.02,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5600.33,404.12,578.0,531.1815086,64.39306917,538.3,83573359.92,9.5,32.43550941,91.21056185,13002.0204,0.34,141.55,Mirai-greip_flood
13524,0.0,0.0,47.0,64.0,32.61207352,32.61207352,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83574176.64,9.5,34.0,0.0,0.0,0.0,141.55,Mirai-greip_flood
10525,0.0,0.0,47.0,64.0,14.69247179,14.69247179,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83650900.26,9.5,34.0,0.0,0.0,0.0,141.55,Mirai-greip_flood
10566,0.0,0.0,47.0,64.0,1.612124883,1.612124883,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83647080.76,9.5,34.0,0.0,0.0,0.0,141.55,Mirai-greip_flood
11426,0.065165901,66.42,45.99,64.0,2.820152241,2.820152241,0.0,0,0,0,0,0,0,0,0.0,0.02,0.0,0.06,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6013.5,517.55,582.95,574.152607,15.66480996,570.21,83586357.61,9.5,33.88475373,22.22184911,1582.092025,0.17,141.55,Mirai-greip_flood
4130,0.0,0.0,46.08,64.0,1.233894635,1.233894635,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6071.52,578.0,579.92,578.21527,0.597477838,578.24,83573965.02,9.5,34.00634601,0.846130907,2.272865471,0.16,141.55,Mirai-greip_flood
14488,0.0,0.0,47.0,64.0,46.68637578,46.68637578,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83646622.25,9.5,34.0,0.0,0.0,0.0,141.55,Mirai-greip_flood
1621,0.02003737,1.48,45.65,62.72,1.068496044,1.068496044,0.0,0,0,0,0,0,0,0,0.0,0.02,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5843.32,352.32,578.0,553.9177739,65.18518267,562.6,83581504.19,9.5,33.25878193,92.30232852,10246.13425,0.44,141.55,Mirai-greip_flood
4489,0.613480608,62.91,41.07,72.95,114345.5227,114345.5227,0.0,0,0,0,0,0,0,0,0.0,0.47,0.01,0.06,0.43,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5212.96,330.8,573.83,496.857267,105.3651025,512.08,83663777.55,9.5,31.30203086,148.8415699,23898.22814,0.47,141.55,Mirai-greip_flood
11292,0.0,0.0,47.0,64.0,25.16577367,25.16577367,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83586225.69,9.5,34.0,0.0,0.0,0.0,141.55,Mirai-greip_flood
12073,0.102307231,43.56,46.59,63.96,1.316764307,1.316764307,0.0,0,0,0,0,0,0,0,0.0,0.03,0.0,0.04,0.12,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6248.2,586.96,757.2,610.2357473,53.37460791,586.96,83663771.02,9.5,34.8389149,75.5509106,16087.93416,0.19,141.55,Mirai-greip_flood
8609,0.021566079,2.96,46.13,64.0,1.998623985,1.998623985,0.0,0,0,0,0,0,0,0,0.0,0.04,0.0,0.0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5964.84,473.84,578.0,570.2108838,26.99293878,568.16,83581521.16,9.5,33.76582506,38.24825684,3564.681401,0.21,141.55,Mirai-greip_flood
4830,0.0,0.0,47.0,64.0,37.13811118,37.13811118,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83581837.45,9.5,34.0,0.0,0.0,0.0,141.55,Mirai-greip_flood
18616,0.0,0.0,47.0,64.0,2.032025861,2.032025861,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83574032.03,9.5,34.0,0.0,0.0,0.0,141.55,Mirai-greip_flood
10533,0.0,0.0,47.0,64.0,13.67290208,13.67290208,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83663524.63,9.5,34.0,0.0,0.0,0.0,141.55,Mirai-greip_flood
5905,0.0,0.0,47.0,64.0,3.589814277,3.589814277,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83573762.6,9.5,34.0,0.0,0.0,0.0,141.55,Mirai-greip_flood
15122,0.0,2.72,46.29,64.0,6.828500492,6.828500492,0.0,0,0,0,0,0,0,0,0.0,0.0,0.01,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5910.2,419.2,572.76,554.4159814,46.1638674,569.16,83581723.46,9.5,33.19637088,65.35247533,7037.076083,0.34,141.55,Mirai-greip_flood
12768,0.0,0.0,46.53,63.36,75.11155855,75.11155855,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6022.38,531.38,578.0,575.0066732,11.38303333,572.82,83646486.29,9.5,33.91020777,16.13724637,1454.564972,0.09,141.55,Mirai-greip_flood
15483,0.004181662,19.18,46.4,63.82,21.55953427,21.55953427,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6004.98,513.98,578.0,570.899083,18.95303678,571.99,83647398.29,9.5,33.7856586,26.84912999,1928.561903,0.2,141.55,Mirai-greip_flood
7721,0.0,2.31,46.18,63.54,28.10992813,28.10992813,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.01,0.03,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5946.28,509.88,578.0,568.7309502,22.34644707,568.21,83647244.24,9.5,33.7169766,31.65052621,3889.081845,0.13,141.55,Mirai-greip_flood
9175,0.0,0.0,47.0,64.0,1.700625281,1.700625281,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83586060.86,9.5,34.0,0.0,0.0,0.0,141.55,Mirai-greip_flood
6645,0.0,0.58,46.59,63.66,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.01,0.0,0.0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6001.4,510.4,578.0,572.7746109,17.83581885,572.8,83647526.4,9.5,33.84287244,25.26301454,2495.461621,0.13,141.55,Mirai-greip_flood
14680,0.0,0.0,47.0,64.0,6.512852834,6.512852834,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83647358.78,9.5,34.0,0.0,0.0,0.0,141.55,Mirai-greip_flood
9102,0.03780309,244.04,44.54,67.31,14.54024571,14.54024571,0.0,0,0,0,0,0,0,0,0.0,0.05,0.0,0.26,0.45,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5934.19,533.15,578.36,569.7545959,16.43013896,556.09,83647515.59,9.5,33.7532487,22.96856819,2935.650605,0.12,141.55,Mirai-greip_flood
4034,0.000646431,6.75,45.88,66.32,47.06281628,47.06281628,0.0,0,0,0,0,0,0,0,0.0,0.01,0.0,0.01,0.03,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5877.82,464.51,578.0,557.7513412,39.36777538,566.02,83586121.09,9.5,33.36509946,55.73892179,7087.945097,0.27,141.55,Mirai-greip_flood
16102,0.100186632,6.9,43.94,77.37,0.794953918,0.794953918,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5758.56,450.72,572.92,542.5694581,49.53968248,544.04,83581706.39,9.5,32.8183453,69.81329383,10402.45403,0.25,141.55,Mirai-greip_flood
18856,11.90313821,1119116.4,5.4,108.0,93.15953875,93.15953875,0.0,0,0,0,0,1,0,0,0.0,1.8,0.0,56.7,1107.9,0,1,0,0,0,0,0,1,0,0,0,0,1,1,8612.4,61.8,5278.8,1156.514048,1756.053454,1947.8,0.005434585,5.5,41.40158138,2483.434611,5201756.691,0.7,38.5,Recon-OSScan
17273,108.3186948,4688.9,8.7,74.8,0.761260832,0.761260832,0.0,0,0,0,0,0,0,0,0.0,0.7,0.0,14.2,27.6,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1857.1,50.2,230.0,121.5990891,68.39175406,78.3,166601306.2,13.5,15.56822691,96.8744712,4694.594765,1.0,244.6,DictionaryBruteForce
2486,12.88727851,18282.0,6.0,64.0,14.4334423,14.4334423,0.0,0,0,1,0,1,0,0,0.0,0.9,0.9,55.8,117.2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,327.6,54.0,84.6,57.42833333,9.638883663,64.2,0.000448322,5.5,10.70626784,13.63144,310.1853056,0.3,38.5,Recon-OSScan
1326,0.0,0.0,47.0,64.0,2.644305808,2.644305808,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83650857.83,9.5,34.0,0.0,0.0,0.0,141.55,Mirai-greip_flood
11117,0.061982062,35.52,40.77,68.11,52.97915751,52.97915751,0.0,0,0,0,0,0,0,0,0.03,0.0,0.01,0.03,0.09,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5180.62,431.68,528.61,488.9198019,33.8225924,499.96,83574014.43,9.5,30.52175764,47.58295697,5785.203335,0.28,141.55,Mirai-greip_flood
9113,0.0,0.0,47.0,64.0,15.11191337,15.11191337,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83663592.62,9.5,34.0,0.0,0.0,0.0,141.55,Mirai-greip_flood
13999,0.0,0.0,47.0,64.0,702.4752334,702.4752334,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83647093.46,9.5,34.0,0.0,0.0,0.0,141.55,Mirai-greip_flood
16668,11.21582139,878727.5,7.1,64.0,80.3551048,80.3551048,0.0,0,0,0,0,1,0,0,0.0,1.8,0.0,41.4,900.0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,8474.2,1371.6,1803.6,1530.328889,109.7279159,1516.4,0.000694108,5.5,55.3166256,155.1787068,61952.41165,0.2,38.5,Recon-OSScan
12241,0.122932987,26.44,45.3,64.81,8.231060842,8.231060842,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.16,0.27,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5882.59,467.9,578.0,563.2136245,35.41657919,558.62,83586813.84,9.5,33.54752678,50.17676794,5904.060874,0.22,141.55,Mirai-greip_flood
17179,0.000723541,1.68,46.12,65.05,43.15012193,43.15012193,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.01,0.02,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5980.34,489.34,578.0,572.3324393,21.59232293,567.58,83573871.04,9.5,33.82991833,30.61502256,2774.448259,0.17,141.55,Mirai-greip_flood
13949,0.0,0.0,47.0,64.0,1.754882558,1.754882558,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83647028.07,9.5,34.0,0.0,0.0,0.0,141.55,Mirai-greip_flood
3724,52.62619264,390522.8,6.0,61.7,42.27863397,42.27863397,0.0,0,0,0,0,1,0,0,0.0,0.6,0.0,332.1,947.3,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1559.0,66.0,690.2,213.0369841,241.4967055,524.8,0.028076005,5.5,19.44730182,341.5279163,124016.1411,0.9,38.5,Recon-OSScan
11602,0.001254811,7.44,42.78,66.95,3.971178974,3.971178974,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.02,0.03,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5550.63,367.44,572.82,525.2411621,76.57569078,530.77,83647439.82,9.5,32.25471993,108.4829255,15049.15938,0.41,141.55,Mirai-greip_flood
11149,0.0,0.0,46.53,63.36,16.60308287,16.60308287,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6001.66,510.66,578.0,572.7947086,17.76721955,572.82,83646491.27,9.5,33.84348893,25.1658491,2476.302677,0.13,141.55,Mirai-greip_flood
16287,0.862793064,9339.2,10.4,84.4,22.79619081,22.79619081,0.0,0,0,0,0,1,0,0,0.0,0.7,0.0,3.7,24.3,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3392.1,66.0,1922.4,211.9922747,446.6622318,694.9,166438138.8,13.5,19.17814618,498.0646394,125041.0977,1.0,244.6,Recon-OSScan
9192,0.0,0.0,47.0,64.0,23.89202091,23.89202091,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83647335.75,9.5,34.0,0.0,0.0,0.0,141.55,Mirai-greip_flood
14712,0.0,0.0,47.0,64.0,54.41000428,54.41000428,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83573736.76,9.5,34.0,0.0,0.0,0.0,141.55,Mirai-greip_flood
2776,95.41000218,893289.2,9.3,99.6,35.69227749,35.69227749,0.0,0,0,0,0,1,0,0,0.0,1.0,0.0,170.5,1198.7,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2047.0,62.0,711.1,266.1736508,269.7661006,680.8,0.00713501,5.5,21.13053351,381.5068781,152773.6877,0.9,38.5,Recon-OSScan
14944,0.0,0.0,44.24,64.0,1.677617811,1.677617811,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6076.56,578.0,579.56,578.5273639,0.722226696,578.72,83646558.69,9.5,34.01553736,1.022498085,4.056764513,0.13,141.55,Mirai-greip_flood
4867,0.0,0.0,47.0,64.0,64.83597409,64.83597409,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83581842.03,9.5,34.0,0.0,0.0,0.0,141.55,Mirai-greip_flood
12904,0.0,0.0,47.0,64.0,2.038367123,2.038367123,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83647043.4,9.5,34.0,0.0,0.0,0.0,141.55,Mirai-greip_flood
11890,0.0,0.0,42.4,83.1,13.76879038,13.76879038,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5535.6,501.8,578.0,539.287208,36.60621674,527.2,83647252.06,9.5,32.66905432,51.76402951,8969.961577,0.15,141.55,Mirai-greip_flood
2250,124.4161532,91439.3,7.1,63.6,5.546929534,5.546929534,0.0,0,0,0,0,1,0,0,0.0,1.3,0.0,284.7,591.4,0,0,0,0,0,0,0,1,0,0,0,0,1,1,709.3,84.8,229.5,136.5650397,58.41730723,131.2,0.014285994,5.5,16.46556769,82.61454816,3926.476561,0.9,38.5,Recon-OSScan
115,0.0012361,1.77,46.59,63.77,14.42091706,14.42091706,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.01,0.02,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6059.9,568.9,578.0,577.5330263,2.007650306,573.45,83650949.9,9.5,33.9857643,2.873684211,206.4515235,0.02,141.55,Mirai-greip_flood
6430,0.0,0.0,47.0,64.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83647396.21,9.5,34.0,0.0,0.0,0.0,141.55,Mirai-greip_flood
4822,0.0,0.0,47.0,64.0,8.995681571,8.995681571,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83646513.45,9.5,34.0,0.0,0.0,0.0,141.55,Mirai-greip_flood
57,0.020509031,5.6,46.59,65.74,3.960939073,3.960939073,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6059.68,568.68,578.0,577.5217368,2.056186907,573.34,83581823.9,9.5,33.98541637,2.943157895,216.5544598,0.02,141.55,Mirai-greip_flood
15521,0.000954268,9.97,44.28,63.99,210.719732,210.719732,0.0,0,0,0,0,0,0,0,0.0,0.01,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5674.35,338.34,578.0,543.9953891,76.72039979,544.36,83651171.23,9.5,32.95123083,108.6268616,12633.25958,0.49,141.55,Mirai-greip_flood
16902,0.491267586,112.0,6.0,64.0,4.07110413,4.07110413,0.0,0,0,1,0,1,0,0,0.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,297.0,54.0,54.0,54.0,0.0,54.0,0.000132108,5.5,10.39230485,0.0,0.0,0.0,38.5,Recon-OSScan
17249,0.0,0.0,47.0,64.0,12.71818259,12.71818259,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83586780.46,9.5,34.0,0.0,0.0,0.0,141.55,Mirai-greip_flood
5531,0.0,0.0,47.0,64.0,294.7300963,294.7300963,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83646617.53,9.5,34.0,0.0,0.0,0.0,141.55,Mirai-greip_flood
5110,0.0,0.74,46.59,65.68,8.555901543,8.555901543,0.0,0,0,0,0,0,0,0,0.0,0.01,0.0,0.0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6043.8,552.8,578.0,576.5912663,5.784200482,572.96,83650858.97,9.5,33.95764651,8.218241388,676.0615501,0.05,141.55,Mirai-greip_flood
4358,0.0,1.12,46.59,65.66,5.898817439,5.898817439,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6036.38,545.38,578.0,576.0539565,7.710631853,573.34,83663619.94,9.5,33.94167914,10.93975063,857.1102849,0.07,141.55,Mirai-greip_flood
18186,150.6145513,93300.5,7.1,60.9,4.012670034,4.012670034,0.0,0,0,0,0,1,0,0,0.3,1.4,0.0,289.5,601.1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,477.6,62.0,147.8,89.70924603,29.72103697,79.1,0.009706497,5.5,13.36727673,42.03189357,995.4593911,0.9,38.5,Recon-OSScan
4476,0.002452421,1.16,46.12,65.03,6.131767947,6.131767947,0.0,0,0,0,0,0,0,0,0.0,0.02,0.0,0.0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5980.68,489.68,578.0,571.6504957,22.52681321,567.62,83650854.52,9.5,33.8089862,31.93628863,3052.382705,0.17,141.55,Mirai-greip_flood
13163,0.0,0.0,47.0,64.0,13.51449303,13.51449303,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83650911.78,9.5,34.0,0.0,0.0,0.0,141.55,Mirai-greip_flood
15129,0.0,0.0,47.0,64.0,8.174883837,8.174883837,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83663545.64,9.5,34.0,0.0,0.0,0.0,141.55,Mirai-greip_flood
13655,0.0,58.0,6.0,49.8,2.255218906,2.255218906,0.0,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,899.0,58.0,58.0,58.0,0.0,58.0,166438013.7,13.5,10.77032961,0.0,0.0,0.0,244.6,Recon-OSScan
13694,0.0,0.85,45.29,62.08,5.06088224,5.06088224,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5840.4,401.2,578.0,556.8536513,55.3512059,557.53,83574026.0,9.5,33.35443106,78.4054361,9133.934526,0.35,141.55,Mirai-greip_flood
8086,0.0,0.0,47.0,64.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83663882.88,9.5,34.0,0.0,0.0,0.0,141.55,Mirai-greip_flood
7010,0.0,0.0,47.0,64.0,0.399628184,0.399628184,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83651193.0,9.5,34.0,0.0,0.0,0.0,141.55,Mirai-greip_flood
13504,12.95996451,2564.2,12.6,101.8,5.558791287,5.558791287,0.0,0,0,0,0,0,0,0,0.4,0.6,0.0,8.6,18.3,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1670.8,60.0,262.0,108.8694999,64.98711539,94.0,166438143.0,13.5,14.76038664,92.07689117,4260.138555,1.0,244.6,Recon-OSScan
18242,36.0531224,4437.3,9.3,162.2,63.62952491,63.62952491,0.0,0,0,0,0,0,0,0,0.0,0.2,0.7,0.0,0.7,0,0,0,0,0,0,0,1,0,0,0,0,1,1,364.2,54.0,103.4,62.64218254,16.37766176,74.2,0.003892303,5.5,11.17250084,23.16151138,505.2444656,0.8,38.5,Recon-OSScan
125,4.792713761,1037678.0,6.0,64.0,213.1357149,213.1357149,0.0,0,0,0,0,1,0,0,0.0,2.0,0.0,45.0,1020.5,0,1,0,0,0,0,0,1,0,0,0,0,1,1,19705.0,66.0,1514.0,1262.408198,507.6290257,1514.0,166430374.4,13.5,50.21888585,719.271473,259908.8318,1.0,244.6,Recon-OSScan
1943,0.0,0.0,46.53,63.36,23.93551461,23.93551461,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6001.66,510.66,578.0,572.7947086,17.76721955,572.82,83574169.01,9.5,33.84348893,25.1658491,2476.302677,0.13,141.55,Mirai-greip_flood
3451,0.0608143,4.06,46.59,65.67,1.618938316,1.618938316,0.0,0,0,0,0,0,0,0,0.0,0.07,0.0,0.0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5970.2,479.2,578.0,564.4917538,30.97633495,572.8,83647500.68,9.5,33.57765467,43.84651061,5418.648106,0.19,141.55,Mirai-greip_flood
8645,0.999317594,1212.35,42.01,66.87,2.465715921,2.465715921,0.0,0,0,0,0,0,0,0,0.02,0.1,0.01,0.12,1.65,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5908.72,432.34,856.76,557.9015588,115.1167606,560.01,83585888.19,9.5,33.28740359,161.5985236,47341.60425,0.32,141.55,Mirai-greip_flood
14221,0.080911398,2886.9,7.1,64.0,104.3858206,104.3858206,0.0,0,0,0,1,1,0,0,0.9,1.7,0.0,1.5,5.3,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1731.7,66.0,233.6,107.8734819,66.88332912,179.4,166439327.9,13.5,14.6250984,94.76962292,5022.509251,1.0,244.6,Recon-OSScan
13895,0.0,0.58,46.59,65.91,8.272601312,8.272601312,0.0,0,0,0,0,0,0,0,0.0,0.01,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5980.6,489.6,578.0,568.8250871,25.92503144,572.8,83586776.0,9.5,33.72097642,36.70288869,4141.759217,0.17,141.55,Mirai-greip_flood
13023,0.031741524,6.73,43.93,66.54,2.651173674,2.651173674,0.0,0,0,0,0,0,0,0,0.0,0.05,0.0,0.01,0.05,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5679.06,451.5,578.0,551.5701988,48.07860959,536.83,83646610.47,9.5,33.16560908,68.09000089,10010.19381,0.24,141.55,Mirai-greip_flood
5021,0.030000808,2.0,46.7,64.0,1.03643128,1.03643128,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6047.88,556.88,578.0,576.8541837,4.781554096,572.72,83574161.56,9.5,33.96545104,6.802101777,578.6313838,0.04,141.55,Mirai-greip_flood
8674,0.0,0.0,47.0,64.0,14.80588585,14.80588585,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83581801.76,9.5,34.0,0.0,0.0,0.0,141.55,Mirai-greip_flood
11992,0.0,0.0,47.0,64.0,2.741405367,2.741405367,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6069.0,578.0,578.0,578.0,0.0,578.0,83647519.45,9.5,34.0,0.0,0.0,0.0,141.55,Mirai-greip_flood
